customer_id,gender,age,tenure_months,monthly_income,segment,has_loan,has_card,churned,churn_score,Contract,InternetService,MonthlyCharges
0231-LXVAP,Male,28,1,68310.0,Affluent,1,0,1,0.9431,Month-to-month,Fiber optic,75.9
9444-JTXHZ,Male,28,1,68580.0,Affluent,1,0,1,0.9435,Month-to-month,Fiber optic,76.2
4942-VZZOM,Male,63,64,59535.0,Affluent,0,1,0,0.1082,One year,DSL,66.15
5510-BOIUJ,Male,28,1,17325.0,Mass,1,0,1,0.8716,Month-to-month,No,19.25
7502-BNYGS,Female,53,46,62190.0,Affluent,1,1,0,0.4113,Month-to-month,DSL,69.1
4291-HYEBC,Female,68,28,35190.0,Mass,0,0,0,0.1727,One year,DSL,39.1
6147-CBCRA,Female,46,33,18045.0,Mass,1,0,0,0.3849,Month-to-month,No,20.05
6047-SUHPR,Male,49,39,53820.0,Affluent,0,0,0,0.1687,One year,DSL,59.8
4471-KXAUH,Female,51,42,75870.0,HNI,1,0,1,0.8414,Month-to-month,Fiber optic,84.3
9752-ZNQUT,Female,28,1,43740.0,Mass,1,0,0,0.5086,Month-to-month,DSL,48.6
7638-QVMVY,Female,31,7,71100.0,Affluent,1,0,1,0.9306,Month-to-month,Fiber optic,79.0
1576-PFZIW,Male,68,70,94815.0,HNI,0,1,0,0.1413,Two year,Fiber optic,105.35
5666-MBJPT,Male,63,65,22590.0,Mass,0,1,0,0.0536,Two year,No,25.1
7312-XSBAT,Male,28,1,44775.0,Mass,1,0,0,0.5101,Month-to-month,DSL,49.75
3096-GKWEB,Male,37,18,85275.0,HNI,1,0,0,0.5204,Month-to-month,Fiber optic,94.75
2371-JQHZZ,Male,41,24,83700.0,HNI,1,0,0,0.5017,Month-to-month,Fiber optic,93.0
0674-GCDXG,Male,62,63,64710.0,Affluent,0,1,0,0.1182,Two year,DSL,71.9
1121-QSIVB,Female,52,44,69795.0,Affluent,0,0,0,0.1774,One year,DSL,77.55
4396-KLSEH,Male,30,4,17865.0,Mass,1,0,0,0.4641,Month-to-month,No,19.85
3244-DCJWY,Female,28,1,63225.0,Affluent,1,0,1,0.936,Month-to-month,Fiber optic,70.25
2824-MYYBN,Female,48,37,85725.0,HNI,1,0,0,0.4689,Month-to-month,Fiber optic,95.25
0875-CABNR,Female,68,10,76140.0,HNI,1,1,1,0.9295,Month-to-month,Fiber optic,84.6
6345-HOVES,Male,46,34,22545.0,Mass,1,1,0,0.3885,Month-to-month,DSL,25.05
8318-LCNBW,Male,47,35,47835.0,Affluent,0,1,0,0.1712,One year,DSL,53.15
6469-QJKZW,Female,30,4,18135.0,Mass,1,0,0,0.4645,Month-to-month,No,20.15
0147-ESWWR,Female,68,39,91125.0,HNI,1,0,0,0.471,Month-to-month,Fiber optic,101.25
1217-VASWC,Male,68,43,90495.0,HNI,0,1,0,0.2092,One year,Fiber optic,100.55
7812-FZHPE,Female,37,17,21690.0,Mass,1,0,1,0.8339,Month-to-month,No,24.1
6370-ZVHDV,Female,61,61,22770.0,Mass,0,1,0,0.0648,Two year,No,25.3
5915-DGNVC,Female,54,49,64620.0,Affluent,0,0,0,0.1564,One year,DSL,71.8
6260-XLACS,Male,30,4,17730.0,Mass,0,0,0,0.2139,One year,No,19.7
3566-CAAYU,Female,63,64,44865.0,Mass,0,0,0,0.0876,Two year,DSL,49.85
4983-CCWMC,Male,29,3,62640.0,Affluent,1,0,0,0.5297,Month-to-month,Fiber optic,69.6
9103-CXVOK,Male,28,1,17775.0,Mass,1,0,0,0.4722,Month-to-month,No,19.75
2896-TBNBE,Male,50,40,72720.0,HNI,0,0,0,0.1925,One year,Fiber optic,80.8
4797-AXPXK,Female,28,1,54000.0,Affluent,1,0,1,0.923,Month-to-month,DSL,60.0
5229-PRWKT,Male,32,8,77895.0,HNI,1,0,1,0.9374,Month-to-month,Fiber optic,86.55
6982-UQZLY,Female,68,1,18765.0,Mass,1,0,1,0.8736,Month-to-month,No,20.85
2522-WLNSF,Female,68,34,57780.0,Affluent,0,1,0,0.1879,One year,DSL,64.2
3841-CONLJ,Female,28,1,31500.0,Mass,1,0,0,0.4915,Month-to-month,DSL,35.0
5057-LCOUI,Female,49,39,45675.0,Affluent,1,0,1,0.8073,Month-to-month,DSL,50.75
0193-ESZXP,Female,68,58,94950.0,HNI,0,1,1,0.5744,One year,Fiber optic,105.5
4475-NVTLU,Male,52,45,17280.0,Mass,0,0,0,0.101,Two year,No,19.2
4369-HTUIF,Male,68,6,76635.0,HNI,1,1,1,0.9411,Month-to-month,Fiber optic,85.15
9386-LDCZR,Male,51,43,81585.0,HNI,0,1,0,0.1967,One year,Fiber optic,90.65
9585-KKMFD,Male,50,41,18000.0,Mass,0,0,0,0.1129,Two year,No,20.0
5399-ZIMKF,Male,30,5,67185.0,Affluent,1,0,0,0.5306,Month-to-month,Fiber optic,74.65
0336-KXKFK,Male,65,72,55080.0,Affluent,0,1,0,0.08,Two year,DSL,61.2
5619-XZZKR,Male,30,4,17955.0,Mass,0,0,0,0.2142,One year,No,19.95
3948-FVVRP,Male,32,9,49320.0,Affluent,1,0,0,0.4946,Month-to-month,DSL,54.8
5327-XOKKY,Male,68,72,66105.0,Affluent,0,1,0,0.0955,Two year,DSL,73.45
0983-TATYJ,Female,46,33,46305.0,Affluent,0,0,0,0.1746,One year,DSL,51.45
1813-JYWTO,Female,65,72,72405.0,HNI,0,1,0,0.1044,Two year,Fiber optic,80.45
0156-FVPTA,Male,40,22,48780.0,Affluent,1,0,1,0.8582,Month-to-month,DSL,54.2
1984-FCOWB,Female,65,70,98550.0,HNI,0,0,1,0.5465,One year,Fiber optic,109.5
0654-HMSHN,Male,39,21,93960.0,HNI,1,0,1,0.9243,Month-to-month,Fiber optic,104.4
6719-OXYBR,Male,36,15,76770.0,HNI,1,0,0,0.5167,Month-to-month,Fiber optic,85.3
3312-ZWLGF,Male,68,29,71370.0,Affluent,1,0,0,0.4707,Month-to-month,Fiber optic,79.3
6476-YHMGA,Female,36,15,68850.0,Affluent,1,1,0,0.5055,Month-to-month,DSL,76.5
5287-QWLKY,Male,68,71,94590.0,HNI,1,1,1,0.7882,Month-to-month,Fiber optic,105.1
0795-XCCTE,Male,68,72,22860.0,Mass,0,1,0,0.0348,Two year,No,25.4
0168-XZKBB,Female,38,19,78165.0,HNI,1,0,0,0.5077,Month-to-month,Fiber optic,86.85
3785-NRHYR,Male,28,1,17685.0,Mass,1,0,0,0.4721,Month-to-month,No,19.65
5196-SGOAK,Female,28,1,68130.0,Affluent,1,0,1,0.9429,Month-to-month,Fiber optic,75.7
4537-DKTAL,Female,29,2,40995.0,Mass,1,0,0,0.5021,Month-to-month,DSL,45.55
7072-MBHEV,Female,68,11,70290.0,Affluent,1,1,0,0.5185,Month-to-month,Fiber optic,78.1
5602-BVFMK,Female,34,12,17370.0,Mass,0,0,0,0.1915,One year,No,19.3
6297-NOOPG,Female,65,70,99450.0,HNI,0,0,0,0.1478,Two year,Fiber optic,110.5
1891-UAWWU,Female,68,20,81720.0,HNI,1,0,1,0.9099,Month-to-month,Fiber optic,90.8
8204-TIFGJ,Female,40,23,18270.0,Mass,1,1,0,0.4126,Month-to-month,No,20.3
8050-DVOJX,Male,68,49,73215.0,HNI,0,1,0,0.1685,Two year,DSL,81.35
6108-OQZDQ,Female,30,4,88155.0,HNI,1,0,1,0.9628,Month-to-month,Fiber optic,97.95
0363-QJVFX,Male,45,32,97335.0,HNI,1,1,1,0.8989,Month-to-month,Fiber optic,108.15
8903-XEBGX,Male,29,2,49770.0,Affluent,1,0,0,0.5144,Month-to-month,DSL,55.3
8169-SAEJD,Male,68,69,50895.0,Affluent,0,1,0,0.0824,Two year,DSL,56.55
9840-DVNDC,Male,31,6,72450.0,HNI,1,1,1,0.9352,Month-to-month,Fiber optic,80.5
1089-XZWHH,Female,41,24,17730.0,Mass,0,0,0,0.1591,Two year,No,19.7
2325-WINES,Female,45,32,93645.0,HNI,0,1,0,0.2438,One year,Fiber optic,104.05
6064-ZATLR,Female,42,27,47565.0,Affluent,0,1,0,0.1928,Two year,DSL,52.85
3096-JRDSO,Female,68,27,93870.0,HNI,1,1,1,0.9078,Month-to-month,Fiber optic,104.3
7824-PANSQ,Male,59,58,72585.0,HNI,1,1,0,0.393,Month-to-month,Fiber optic,80.65
8042-JVNFH,Male,28,1,64215.0,Affluent,1,0,1,0.9374,Month-to-month,Fiber optic,71.35
9648-BCHKM,Female,37,18,22185.0,Mass,0,1,0,0.1818,Two year,No,24.65
2888-ADFAO,Female,53,47,19170.0,Mass,0,1,0,0.0981,Two year,No,21.3
8707-HOEDG,Female,65,70,99180.0,HNI,0,0,0,0.1474,Two year,Fiber optic,110.2
3374-LXDEV,Female,35,13,80460.0,HNI,1,0,1,0.9273,Month-to-month,Fiber optic,89.4
4072-IPYLT,Female,47,36,45945.0,Affluent,1,1,0,0.4159,Month-to-month,DSL,51.05
7167-PCEYD,Male,64,67,17820.0,Mass,0,0,0,0.0414,Two year,No,19.8
4936-YPJNK,Female,33,10,17910.0,Mass,1,0,0,0.4477,Month-to-month,No,19.9
1580-BMCMR,Male,68,19,78570.0,HNI,1,0,0,0.5082,Month-to-month,Fiber optic,87.3
4817-KEQSP,Female,65,71,17865.0,Mass,0,1,0,0.0306,Two year,No,19.85
6408-WHTEF,Male,65,72,80460.0,HNI,0,0,0,0.1157,Two year,DSL,89.4
9251-AWQGT,Female,54,48,18000.0,Mass,0,0,0,0.0938,Two year,No,20.0
8749-CLJXC,Male,28,1,18045.0,Mass,1,0,0,0.4726,Month-to-month,No,20.05
7989-VCQOH,Male,37,18,74925.0,HNI,1,0,0,0.5058,Month-to-month,DSL,83.25
5049-GLYVG,Male,28,1,18540.0,Mass,1,0,1,0.8733,Month-to-month,No,20.6
4199-QHJNM,Male,68,67,92610.0,HNI,0,1,0,0.1464,Two year,Fiber optic,102.9
8882-TLVRW,Male,65,69,35190.0,Mass,0,0,0,0.0603,Two year,DSL,39.1
5883-GTGVD,Male,38,19,89955.0,HNI,1,0,1,0.9242,Month-to-month,Fiber optic,99.95
5135-GRQJV,Male,68,72,103050.0,HNI,0,0,0,0.1474,Two year,Fiber optic,114.5
2384-OVPSA,Female,68,38,18180.0,Mass,0,0,0,0.1214,Two year,No,20.2
1371-WEPDS,Male,68,40,50220.0,Affluent,0,0,0,0.1609,One year,DSL,55.8
3580-GICBM,Female,61,61,21780.0,Mass,0,0,0,0.0634,Two year,No,24.2
4817-QRJSX,Female,33,10,72900.0,HNI,1,1,1,0.9249,Month-to-month,Fiber optic,81.0
9730-DRTMJ,Male,45,32,65520.0,Affluent,0,1,0,0.2043,One year,DSL,72.8
4686-UXDML,Female,39,21,89865.0,HNI,1,1,0,0.5186,Month-to-month,Fiber optic,99.85
3349-ANQNH,Female,68,59,89550.0,HNI,0,0,0,0.164,One year,Fiber optic,99.5
2398-YPMUR,Female,68,13,63135.0,Affluent,1,0,1,0.903,Month-to-month,Fiber optic,70.15
0932-YIXYU,Female,53,47,18225.0,Mass,0,1,0,0.0968,Two year,No,20.25
7480-SPLEF,Male,65,69,23400.0,Mass,0,1,0,0.0438,Two year,No,26.0
7636-XUHWW,Male,29,2,17910.0,Mass,1,1,0,0.4697,Month-to-month,No,19.9
1431-CYWMH,Female,40,22,17145.0,Mass,1,1,0,0.4138,Month-to-month,No,19.05
5937-EORGB,Male,68,15,86850.0,HNI,1,0,0,0.5308,Month-to-month,Fiber optic,96.5
6349-JDHQP,Female,57,53,17865.0,Mass,0,1,0,0.0799,Two year,No,19.85
5539-HIVAK,Female,68,28,23130.0,Mass,1,0,0,0.4058,Month-to-month,No,25.7
5847-MXBEO,Male,40,22,18270.0,Mass,0,0,0,0.1654,One year,No,20.3
9985-MWVIX,Female,28,1,63135.0,Affluent,1,0,1,0.9359,Month-to-month,Fiber optic,70.15
4583-PARNH,Male,68,16,82395.0,HNI,1,0,0,0.5218,Month-to-month,Fiber optic,91.55
1116-FRYVH,Female,54,48,35460.0,Mass,0,0,0,0.1183,Two year,DSL,39.4
1421-HCERK,Male,68,30,95130.0,HNI,1,1,0,0.5013,Month-to-month,Fiber optic,105.7
9633-XQABV,Female,29,3,63225.0,Affluent,1,0,0,0.5305,Month-to-month,Fiber optic,70.25
0716-BQNDX,Male,68,57,84375.0,HNI,0,0,0,0.1623,Two year,Fiber optic,93.75
1265-XTECC,Female,68,68,86895.0,HNI,0,1,1,0.5357,One year,Fiber optic,96.55
1183-CANVH,Female,40,23,54000.0,Affluent,0,1,0,0.2128,One year,DSL,60.0
1972-XMUWV,Female,63,65,53820.0,Affluent,0,1,0,0.0975,Two year,DSL,59.8
8679-LZBMD,Male,52,44,81585.0,HNI,0,1,0,0.194,One year,Fiber optic,90.65
3407-JMJQQ,Female,65,71,98100.0,HNI,0,1,0,0.1432,Two year,Fiber optic,109.0
6252-DFGTK,Female,48,37,61290.0,Affluent,0,1,0,0.1847,One year,DSL,68.1
1539-LNKHM,Female,34,12,18360.0,Mass,1,0,0,0.4429,Month-to-month,No,20.4
8645-KOMJQ,Male,65,69,73755.0,HNI,0,1,0,0.1145,Two year,DSL,81.95
0289-IVARM,Female,47,35,54495.0,Affluent,1,0,0,0.4306,Month-to-month,DSL,60.55
9761-XUJWD,Male,30,5,59040.0,Affluent,1,1,0,0.5192,Month-to-month,DSL,65.6
4057-FKCZK,Male,59,58,74250.0,HNI,0,1,0,0.1453,Two year,Fiber optic,82.5
4291-TPNFG,Male,65,72,74070.0,HNI,0,1,0,0.1067,Two year,DSL,82.3
6087-YPWHO,Male,65,72,61335.0,Affluent,0,0,0,0.0888,Two year,DSL,68.15
3090-QFUVD,Female,28,1,18270.0,Mass,1,1,0,0.4729,Month-to-month,No,20.3
2237-ZFSMY,Female,49,39,85995.0,HNI,0,0,1,0.6138,One year,Fiber optic,95.55
1722-LDZJS,Male,57,53,18180.0,Mass,0,1,0,0.0803,One year,No,20.2
1818-ESQMW,Female,42,27,80280.0,HNI,1,0,0,0.4887,Month-to-month,Fiber optic,89.2
4871-JTKJF,Female,68,1,62685.0,Affluent,1,0,1,0.9352,Month-to-month,Fiber optic,69.65
1415-YFWLT,Female,68,1,80370.0,HNI,1,0,1,0.9601,Month-to-month,Fiber optic,89.3
7401-RUBNK,Female,37,18,67320.0,Affluent,1,0,0,0.4952,Month-to-month,Fiber optic,74.8
0506-YLVKJ,Male,53,46,18180.0,Mass,0,0,0,0.0995,Two year,No,20.2
8661-BOYNW,Female,65,72,75960.0,HNI,0,1,0,0.1094,Two year,DSL,84.4
6711-VTNRE,Female,47,36,78795.0,HNI,1,0,1,0.862,Month-to-month,Fiber optic,87.55
4815-GBTCD,Female,30,4,22635.0,Mass,1,0,0,0.4708,Month-to-month,DSL,25.15
2805-AUFQN,Female,41,25,17820.0,Mass,0,1,0,0.1565,Two year,No,19.8
0980-PVMRC,Female,50,40,45765.0,Affluent,1,0,0,0.4046,Month-to-month,DSL,50.85
7233-DRTRF,Male,62,63,92160.0,HNI,1,0,0,0.4067,Month-to-month,Fiber optic,102.4
3500-RMZLT,Female,68,15,86670.0,HNI,1,0,1,0.9305,Month-to-month,Fiber optic,96.3
3873-NFTGI,Male,35,14,49950.0,Affluent,1,1,0,0.4817,Month-to-month,DSL,55.5
1162-ECVII,Male,68,72,98775.0,HNI,0,1,0,0.1414,Two year,Fiber optic,109.75
7048-GXDAY,Male,49,39,95760.0,HNI,1,0,0,0.4776,Month-to-month,Fiber optic,106.4
8571-ZCMCX,Female,53,47,54000.0,Affluent,0,1,0,0.147,Two year,DSL,60.0
1169-WCVAK,Male,38,19,79920.0,HNI,1,1,0,0.5101,Month-to-month,Fiber optic,88.8
4548-SDBKE,Female,30,5,76680.0,HNI,1,0,1,0.9439,Month-to-month,Fiber optic,85.2
8066-POXGX,Female,35,13,31590.0,Mass,1,0,1,0.8587,Month-to-month,DSL,35.1
7129-CAKJW,Female,37,17,72045.0,HNI,1,1,0,0.5045,Month-to-month,Fiber optic,80.05
8695-ARGXZ,Male,68,34,67995.0,Affluent,1,0,0,0.4523,Month-to-month,Fiber optic,75.55
3570-YUEKJ,Female,51,42,44595.0,Mass,1,0,0,0.3975,Month-to-month,DSL,49.55
4143-OOBWZ,Male,30,5,73170.0,HNI,1,0,1,0.939,Month-to-month,Fiber optic,81.3
1555-HAPSU,Female,65,71,21510.0,Mass,0,1,0,0.0357,Two year,No,23.9
1697-NVVGY,Male,68,19,59760.0,Affluent,1,1,0,0.4818,Month-to-month,DSL,66.4
7854-EKTJL,Female,29,2,17640.0,Mass,1,0,1,0.8693,Month-to-month,No,19.6
8464-EETCQ,Male,59,57,16920.0,Mass,0,1,0,0.0676,Two year,No,18.8
2419-FSORS,Male,65,72,97560.0,HNI,0,0,0,0.1397,Two year,Fiber optic,108.4
8132-YPVBX,Female,31,6,77355.0,HNI,1,0,0,0.5421,Month-to-month,Fiber optic,85.95
9102-IAYHT,Female,37,17,76905.0,HNI,1,0,1,0.9114,Month-to-month,Fiber optic,85.45
6754-LZUKA,Male,61,61,72810.0,HNI,0,1,0,0.1351,Two year,DSL,80.9
3422-LYEPQ,Male,28,1,63900.0,Affluent,1,0,1,0.9369,Month-to-month,Fiber optic,71.0
8099-MZPUJ,Male,54,48,100620.0,HNI,0,1,0,0.2097,Two year,Fiber optic,111.8
0787-LHDYT,Male,36,16,18540.0,Mass,1,1,0,0.4322,Month-to-month,No,20.6
2642-DTVCO,Male,68,9,76545.0,HNI,1,0,1,0.9328,Month-to-month,Fiber optic,85.05
0374-IOEGQ,Female,29,3,40140.0,Mass,1,0,0,0.4981,Month-to-month,DSL,44.6
4361-JEIVL,Male,28,1,39960.0,Mass,1,0,1,0.9033,Month-to-month,DSL,44.4
3197-NNYNB,Male,63,65,94590.0,HNI,0,1,0,0.1547,Two year,Fiber optic,105.1
3396-DKDEL,Female,65,70,103635.0,HNI,0,1,0,0.1537,Two year,Fiber optic,115.15
1752-OZXFY,Male,61,60,53820.0,Affluent,0,0,0,0.1112,One year,DSL,59.8
9066-QRSDU,Female,65,69,23670.0,Mass,0,0,0,0.0442,One year,No,26.3
9112-WSNPU,Female,68,35,63495.0,Affluent,1,0,0,0.4432,Month-to-month,Fiber optic,70.55
9867-NNXLC,Female,40,22,18045.0,Mass,1,0,0,0.4151,Month-to-month,No,20.05
5321-NTRKC,Male,64,66,71865.0,Affluent,0,1,0,0.12,Two year,DSL,79.85
1363-TXLSL,Male,68,1,63270.0,Affluent,1,0,1,0.9361,Month-to-month,Fiber optic,70.3
9507-EXLTT,Female,28,1,71415.0,Affluent,1,1,1,0.9475,Month-to-month,Fiber optic,79.35
3161-GETRM,Male,46,34,81045.0,HNI,1,1,0,0.4706,Month-to-month,Fiber optic,90.05
0402-OAMEN,Female,65,72,22005.0,Mass,0,1,0,0.0336,Two year,No,24.45
6933-VLYFX,Male,45,31,53955.0,Affluent,0,0,0,0.1908,One year,DSL,59.95
6754-WKSHP,Male,44,30,22815.0,Mass,0,1,0,0.1498,One year,No,25.35
9846-GKXAS,Female,32,9,81720.0,HNI,1,1,1,0.94,Month-to-month,Fiber optic,90.8
6017-PPLPX,Male,39,20,63405.0,Affluent,1,0,1,0.8842,Month-to-month,Fiber optic,70.45
4976-LNFVV,Male,68,19,30870.0,Mass,1,1,0,0.4413,Month-to-month,DSL,34.3
5055-MGMGF,Female,63,65,94545.0,HNI,1,0,0,0.4046,Month-to-month,Fiber optic,105.05
4641-FROLU,Female,44,30,17370.0,Mass,0,0,0,0.1422,Two year,No,19.3
2862-JVEOY,Male,31,6,17235.0,Mass,0,0,0,0.2078,One year,No,19.15
2969-QWUBZ,Female,29,2,46260.0,Affluent,1,0,0,0.5094,Month-to-month,DSL,51.4
9822-BIIGN,Male,57,53,64665.0,Affluent,1,0,0,0.3956,Month-to-month,DSL,71.85
2077-MPJQO,Male,68,7,67860.0,Affluent,1,0,0,0.5261,Month-to-month,Fiber optic,75.4
1534-OULXE,Female,61,61,44730.0,Mass,0,1,0,0.0957,One year,DSL,49.7
7136-RVDTZ,Male,68,70,40725.0,Mass,0,0,1,0.4654,One year,DSL,45.25
2971-SGAFL,Female,35,13,70875.0,Affluent,1,0,0,0.5139,Month-to-month,DSL,78.75
1480-IVEVR,Male,68,35,73440.0,HNI,0,1,0,0.2072,One year,Fiber optic,81.6
2905-KFQUV,Female,29,2,63360.0,Affluent,1,1,0,0.5334,Month-to-month,Fiber optic,70.4
4581-SSPWD,Female,29,3,68220.0,Affluent,1,0,1,0.9375,Month-to-month,Fiber optic,75.8
3370-HXOPH,Female,29,3,68490.0,Affluent,1,0,0,0.5379,Month-to-month,Fiber optic,76.1
9391-YZEJW,Female,62,62,84600.0,HNI,0,1,0,0.1489,One year,Fiber optic,94.0
9958-MEKUC,Male,65,72,93555.0,HNI,0,1,0,0.134,Two year,Fiber optic,103.95
0281-CNTZX,Male,62,63,17955.0,Mass,0,1,0,0.0526,Two year,No,19.95
6927-WTFIV,Male,68,20,64170.0,Affluent,1,1,1,0.8853,Month-to-month,Fiber optic,71.3
4118-CEVPF,Female,68,35,99720.0,HNI,0,1,0,0.2441,One year,Fiber optic,110.8
3398-ZOUAA,Male,68,21,62190.0,Affluent,1,0,1,0.8797,Month-to-month,Fiber optic,69.1
9114-VEPUF,Male,62,62,86490.0,HNI,0,0,0,0.1515,One year,Fiber optic,96.1
7876-BEUTG,Female,36,15,43920.0,Mass,1,0,0,0.4705,Month-to-month,DSL,48.8
2338-BQEZT,Female,58,55,45495.0,Affluent,1,1,0,0.3632,Month-to-month,DSL,50.55
9873-MNDKV,Female,34,11,40185.0,Mass,1,0,0,0.4763,Month-to-month,DSL,44.65
0378-NHQXU,Female,37,17,79425.0,HNI,1,0,1,0.9149,Month-to-month,Fiber optic,88.25
8241-JUIQO,Female,61,61,17505.0,Mass,0,1,0,0.0574,One year,No,19.45
2194-IIQOF,Female,65,71,80370.0,HNI,0,1,0,0.1183,Two year,DSL,89.3
4512-ZUIYL,Female,29,2,63000.0,Affluent,1,1,1,0.9329,Month-to-month,Fiber optic,70.0
9631-RXVJM,Male,47,35,17325.0,Mass,0,0,0,0.1284,Two year,No,19.25
9584-EXCDZ,Female,37,17,63450.0,Affluent,1,1,0,0.4925,Month-to-month,Fiber optic,70.5
7969-AULMZ,Female,39,21,87615.0,HNI,1,0,1,0.9154,Month-to-month,Fiber optic,97.35
5093-FEGLU,Female,53,47,17685.0,Mass,0,1,0,0.0961,Two year,No,19.65
2621-UDNLU,Female,29,3,18765.0,Mass,1,0,0,0.4681,Month-to-month,No,20.85
7526-IVLYU,Male,29,3,17685.0,Mass,1,0,0,0.4666,Month-to-month,No,19.65
2428-HYUNX,Male,68,44,17415.0,Mass,0,1,0,0.1039,Two year,No,19.35
9214-EKVXR,Female,28,1,39600.0,Mass,1,0,0,0.5028,Month-to-month,DSL,44.0
3410-MHHUM,Female,52,44,84960.0,HNI,0,0,0,0.1987,One year,Fiber optic,94.4
0568-ONFPC,Male,30,5,23310.0,Mass,1,1,1,0.869,Month-to-month,No,25.9
0733-VUNUW,Male,41,24,50085.0,Affluent,1,1,1,0.8545,Month-to-month,DSL,55.65
4550-EVXNY,Female,28,1,62685.0,Affluent,1,0,1,0.9352,Month-to-month,Fiber optic,69.65
2122-YWVYA,Female,37,18,67860.0,Affluent,1,0,0,0.4959,Month-to-month,Fiber optic,75.4
2968-SSGAA,Female,33,10,90540.0,HNI,1,0,1,0.9497,Month-to-month,Fiber optic,100.6
2296-DKZFP,Female,63,65,63900.0,Affluent,0,1,0,0.1116,Two year,DSL,71.0
4844-JJWUY,Female,68,1,77400.0,HNI,1,0,1,0.9559,Month-to-month,Fiber optic,86.0
6777-TGHTM,Female,57,53,96255.0,HNI,0,1,1,0.5899,One year,Fiber optic,106.95
8909-BOLNL,Male,29,3,19080.0,Mass,0,0,0,0.2186,One year,No,21.2
6603-YRDCJ,Male,46,33,54945.0,Affluent,0,0,0,0.1867,Two year,DSL,61.05
3538-WZPHD,Male,29,3,26640.0,Mass,1,0,1,0.8792,Month-to-month,DSL,29.6
3229-USWAR,Female,46,34,71955.0,Affluent,0,1,0,0.2078,One year,DSL,79.95
2138-VFAPZ,Female,35,14,17730.0,Mass,0,0,0,0.1865,Two year,No,19.7
6131-JLWZM,Female,35,13,18270.0,Mass,1,0,0,0.44,Month-to-month,No,20.3
4785-QRJHC,Male,68,46,53910.0,Affluent,0,1,1,0.5496,One year,DSL,59.9
0269-XFESX,Male,40,23,21915.0,Mass,0,0,0,0.1677,One year,No,24.35
1709-EJDOX,Female,53,47,17775.0,Mass,0,0,0,0.0962,Two year,No,19.75
4316-XCSLJ,Male,37,17,45270.0,Affluent,1,0,0,0.467,Month-to-month,DSL,50.3
8610-WFCJF,Female,54,49,86040.0,HNI,1,0,1,0.8365,Month-to-month,Fiber optic,95.6
9693-XMUOB,Male,68,59,45225.0,Affluent,1,0,0,0.3518,Month-to-month,DSL,50.25
0383-CLDDA,Female,65,69,76815.0,HNI,0,1,0,0.1188,Two year,DSL,85.35
4905-JEFDW,Male,34,11,37440.0,Mass,0,0,1,0.6224,One year,DSL,41.6
2709-UQGNP,Male,33,10,46485.0,Affluent,1,0,0,0.4878,Month-to-month,DSL,51.65
3549-ZTMNH,Male,34,12,21600.0,Mass,0,1,0,0.1974,Two year,No,24.0
7881-INRLC,Male,52,45,90765.0,HNI,1,1,1,0.8541,Month-to-month,Fiber optic,100.85
8033-ATFAS,Female,49,39,53865.0,Affluent,1,0,0,0.4188,Month-to-month,DSL,59.85
1635-NZATJ,Male,68,71,22905.0,Mass,0,1,0,0.0376,Two year,No,25.45
0562-HKHML,Male,65,71,21510.0,Mass,0,1,0,0.0357,Two year,No,23.9
8277-RVRSV,Female,46,33,21735.0,Mass,0,1,0,0.1401,One year,No,24.15
9943-VSZUV,Male,68,67,68130.0,Affluent,1,0,0,0.3621,Month-to-month,Fiber optic,75.7
0117-LFRMW,Male,48,37,36180.0,Mass,1,1,1,0.7994,Month-to-month,DSL,40.2
6172-FECYY,Male,54,49,76050.0,HNI,1,0,1,0.8225,Month-to-month,Fiber optic,84.5
7054-ENNGU,Female,32,9,45765.0,Affluent,1,0,0,0.4896,Month-to-month,DSL,50.85
1455-HFBXA,Male,56,52,82440.0,HNI,0,1,0,0.1732,Two year,Fiber optic,91.6
9402-CXWPL,Female,65,70,89010.0,HNI,0,0,0,0.1331,One year,Fiber optic,98.9
1628-BIZYP,Male,28,1,76500.0,HNI,1,0,0,0.5546,Month-to-month,Fiber optic,85.0
1965-AKTSX,Female,68,14,71055.0,Affluent,1,0,1,0.9114,Month-to-month,Fiber optic,78.95
0082-LDZUE,Male,28,1,39870.0,Mass,1,0,0,0.5032,Month-to-month,DSL,44.3
4786-UKSNZ,Male,28,1,18180.0,Mass,1,0,1,0.8728,Month-to-month,No,20.2
5343-SGUBI,Female,56,52,72180.0,HNI,0,0,0,0.1588,One year,Fiber optic,80.2
0856-NAOES,Male,31,6,54810.0,Affluent,1,0,0,0.5105,Month-to-month,DSL,60.9
1976-AZZPJ,Male,31,7,30780.0,Mass,1,0,0,0.474,Month-to-month,DSL,34.2
7248-VZQLC,Female,68,47,76680.0,HNI,1,1,1,0.8289,Month-to-month,Fiber optic,85.2
6156-UZDLF,Female,42,26,78435.0,HNI,0,1,0,0.2389,One year,Fiber optic,87.15
3099-OONVS,Male,41,25,48870.0,Affluent,1,0,0,0.4501,Month-to-month,DSL,54.3
9500-WBGRP,Male,65,69,17190.0,Mass,0,0,0,0.0351,Two year,No,19.1
5183-KLYEM,Female,65,72,101475.0,HNI,0,1,0,0.1452,Two year,Fiber optic,112.75
5144-PQCDZ,Male,30,4,17955.0,Mass,1,0,0,0.4642,Month-to-month,No,19.95
