shipment_id,order_id,ship_date,route,category,otif,late_flag,gmv_inr,shipping_mode
SH-020651,45681,2016-10-30 19:44:00,Other,Women's Apparel,0,1,12450.0,First Class
SH-011041,54752,2017-03-13 05:42:00,LATAM · Caribbean,Cleats,1,0,4979.17,Standard Class
SH-010409,60812,2017-06-09 16:48:00,LATAM · Caribbean,Golf Gloves,1,0,14939.17,Standard Class
SH-007831,24598,2015-12-28 01:25:00,Pacific Asia · South Asia,Indoor/Outdoor Games,0,1,8296.68,First Class
SH-015987,41106,2016-08-25 00:54:00,USCA · West of USA ,Women's Apparel,1,0,8300.0,Second Class
SH-006831,76229,2018-01-22 18:03:00,Pacific Asia · Southeast Asia,Video Games,0,1,3299.25,Standard Class
SH-006055,39801,2016-08-05 23:42:00,Other,Cardio Equipment,1,0,16598.34,Standard Class
SH-011474,38140,2016-07-16 17:47:00,Other,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-016804,66151,2017-08-25 15:17:00,Europe · Southern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-017065,35401,2016-06-02 18:11:00,USCA · West of USA ,Shop By Sport,1,0,16595.85,Second Class
SH-000425,35960,2016-06-14 22:02:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-015674,48365,2016-12-13 00:03:00,Other,Camping & Hiking,0,1,24898.34,Second Class
SH-005138,58956,2017-05-12 14:33:00,LATAM · South America,Men's Footwear,1,0,10789.17,Second Class
SH-021738,28086,2016-02-16 23:25:00,Pacific Asia · Oceania,Fishing,1,0,33198.34,Standard Class
SH-013003,2163,2015-02-05 13:26:00,LATAM · South America,Shop By Sport,1,0,3319.17,Standard Class
SH-010991,63630,2017-07-19 20:04:00,Europe · Western Europe,Women's Apparel,0,1,4150.0,First Class
SH-018094,15674,2015-08-22 18:57:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Second Class
SH-013534,48277,2016-12-08 17:13:00,Other,Fishing,0,1,33198.34,Second Class
SH-017997,48305,2016-12-12 03:02:00,Pacific Asia · South Asia,Cardio Equipment,0,1,7470.0,Standard Class
SH-013775,48214,2016-12-09 19:09:00,Other,Cleats,0,1,9958.34,Standard Class
SH-008275,29844,2016-03-13 15:19:00,Pacific Asia · Southeast Asia,Cleats,0,1,24895.85,First Class
SH-019885,3232,2015-02-20 03:57:00,LATAM · Central America,Water Sports,0,1,16599.17,Second Class
SH-015507,14821,2015-08-07 08:06:00,Europe · Western Europe,Women's Apparel,1,0,4150.0,Standard Class
SH-004821,15525,2015-08-21 14:44:00,Europe · Northern Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-021802,1902,2015-01-31 18:00:00,LATAM · Central America,Women's Apparel,0,1,20750.0,Second Class
SH-008346,52208,2017-02-03 02:26:00,LATAM · South America,Fishing,0,1,33198.34,First Class
SH-014937,51730,2017-01-25 14:58:00,LATAM · Central America,Women's Apparel,1,0,20750.0,Same Day
SH-014166,9291,2015-05-18 14:42:00,LATAM · Caribbean,Women's Apparel,1,0,16600.0,Standard Class
SH-012427,53240,2017-02-22 03:59:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Standard Class
SH-009813,62509,2017-07-06 11:20:00,Europe · Western Europe,Cleats,1,0,4979.17,Standard Class
SH-019909,1025,2015-01-16 10:45:00,LATAM · Central America,Indoor/Outdoor Games,0,1,20741.7,Same Day
SH-004762,13789,2015-07-26 06:33:00,Europe · Southern Europe,Electronics,0,1,13275.85,Standard Class
SH-013319,55646,2017-03-25 06:55:00,LATAM · South America,Women's Apparel,1,0,16600.0,Second Class
SH-011921,4924,2015-03-15 20:44:00,LATAM · Central America,Electronics,0,1,12945.51,First Class
SH-018416,54718,2017-03-13 17:48:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Standard Class
SH-004990,29685,2016-03-15 07:37:00,Pacific Asia · Eastern Asia,Cleats,0,1,4979.17,Standard Class
SH-011534,41843,2016-09-06 19:06:00,Other,Water Sports,1,0,16599.17,Standard Class
SH-012508,66920,2017-09-09 20:42:00,Europe · Western Europe,Water Sports,0,1,16599.17,Second Class
SH-010712,33250,2016-05-02 08:36:00,USCA · East of USA,Indoor/Outdoor Games,0,1,8296.68,First Class
SH-004305,24877,2016-01-01 03:10:00,Pacific Asia · South Asia,Cardio Equipment,0,1,16598.34,First Class
SH-002877,39623,2016-08-05 09:21:00,Other,Shop By Sport,0,1,3319.17,Second Class
SH-018072,50546,2017-01-09 20:09:00,Other,Women's Apparel,1,0,4150.0,Second Class
SH-012193,7257,2015-04-19 22:06:00,LATAM · Central America,Cardio Equipment,1,0,8299.17,Standard Class
SH-011207,42993,2016-09-23 14:00:00,Other,Fishing,1,0,33198.34,Standard Class
SH-005496,31862,2016-04-13 02:19:00,USCA · West of USA ,Shop By Sport,1,0,13276.68,Standard Class
SH-011347,1120,2015-01-23 08:02:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Second Class
SH-006121,54039,2017-03-04 19:55:00,LATAM · South America,Camping & Hiking,0,1,24898.34,Second Class
SH-005868,51352,2017-01-22 14:32:00,LATAM · South America,Indoor/Outdoor Games,1,0,4148.34,Standard Class
SH-012125,13729,2015-07-25 09:31:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-011400,31990,2016-04-17 23:10:00,USCA · West of USA ,Women's Apparel,0,1,20750.0,Standard Class
SH-009868,75554,2018-01-12 21:34:00,Pacific Asia · Oceania,Pet Supplies,0,1,7005.2,Standard Class
SH-005201,25881,2016-01-15 18:55:00,Pacific Asia · Southeast Asia,Water Sports,1,0,16599.17,Standard Class
SH-008020,15546,2015-08-17 22:06:00,Europe · Western Europe,Cleats,1,0,9958.34,Standard Class
SH-004153,46692,2016-11-15 13:56:00,Other,Water Sports,1,0,16599.17,Standard Class
SH-001141,75350,2018-01-06 22:06:00,Pacific Asia · South Asia,Music,0,1,21633.95,First Class
SH-005806,67113,2017-09-10 16:19:00,Europe · Northern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-003913,67692,2017-09-18 03:10:00,Europe · Western Europe,Shop By Sport,1,0,3319.17,Standard Class
SH-006296,30823,2016-03-29 22:19:00,Pacific Asia · Oceania,Indoor/Outdoor Games,0,1,8296.68,Second Class
SH-008090,19762,2015-10-18 11:09:00,Europe · Northern Europe,Water Sports,1,0,16599.17,First Class
SH-007713,5289,2015-03-24 04:37:00,LATAM · Central America,Fishing,0,1,33198.34,Standard Class
SH-016725,37315,2016-07-04 16:45:00,USCA · West of USA ,Accessories,0,1,8296.68,Standard Class
SH-003111,9932,2015-05-28 23:16:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Standard Class
SH-003590,59278,2017-05-19 07:22:00,LATAM · Caribbean,Fishing,1,0,33198.34,Standard Class
SH-016513,56835,2017-04-15 15:28:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Standard Class
SH-014392,54670,2017-03-15 00:59:00,LATAM · Central America,Fishing,0,1,33198.34,Standard Class
SH-010089,15276,2015-08-13 23:30:00,Europe · Western Europe,Women's Apparel,1,0,12450.0,Standard Class
SH-019860,69781,2017-10-17 15:02:00,Europe · Western Europe,Cameras ,0,1,37519.32,First Class
SH-018522,60769,2017-06-11 01:44:00,LATAM · Caribbean,Cleats,0,1,4979.17,Standard Class
SH-012514,63113,2017-07-14 06:56:00,Europe · Western Europe,Cleats,0,1,4979.17,Second Class
SH-012203,65814,2017-08-23 17:13:00,Europe · Northern Europe,Golf Gloves,0,1,19917.51,Second Class
SH-020193,43469,2016-10-01 12:46:00,Other,Cleats,0,1,4979.17,Standard Class
SH-010288,58747,2017-05-10 13:20:00,LATAM · Central America,Indoor/Outdoor Games,1,0,16593.36,Standard Class
SH-004109,33397,2016-05-05 12:06:00,USCA · West of USA ,Cleats,0,1,14937.51,Second Class
SH-017648,44098,2016-10-09 17:08:00,Pacific Asia · Eastern Asia,Shop By Sport,0,1,16595.85,Second Class
SH-019671,4282,2015-03-07 11:49:00,LATAM · Central America,Women's Apparel,1,0,8300.0,Standard Class
SH-014791,33958,2016-05-14 16:38:00,USCA · East of USA,Baseball & Softball,0,1,14937.51,Second Class
SH-011255,14961,2015-08-09 09:09:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-003172,45509,2016-10-31 07:28:00,Other,Fishing,0,1,33198.34,Second Class
SH-011574,30304,2016-03-23 08:29:00,Pacific Asia · Oceania,Cardio Equipment,0,1,8299.17,Second Class
SH-015388,73431,2017-12-09 21:47:00,Pacific Asia · Eastern Asia,Toys,0,1,957.82,First Class
SH-001639,5319,2015-03-24 15:07:00,LATAM · South America,Cleats,0,1,24895.85,Second Class
SH-001733,24631,2015-12-28 12:59:00,Pacific Asia · South Asia,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-018661,11513,2015-06-22 01:09:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,12445.02,Second Class
SH-017592,45416,2016-10-25 10:53:00,Other,Water Sports,0,1,16599.17,Same Day
SH-019423,13199,2015-07-14 15:50:00,Europe · Western Europe,Accessories,0,1,6222.51,First Class
SH-019934,61258,2017-06-17 05:03:00,LATAM · Central America,Women's Apparel,1,0,20750.0,Standard Class
SH-003280,4044,2015-03-03 00:26:00,LATAM · Central America,Women's Apparel,0,1,16600.0,First Class
SH-012714,65552,2017-08-17 21:26:00,Europe · Western Europe,Kids' Golf Clubs,1,0,9125.85,Second Class
SH-021710,57378,2017-04-19 13:43:00,LATAM · Central America,Girls' Apparel,0,1,29050.0,First Class
SH-016005,67311,2017-09-11 13:41:00,Europe · Northern Europe,Water Sports,1,0,16599.17,Standard Class
SH-005324,56635,2017-04-12 17:24:00,LATAM · Central America,Accessories,0,1,8296.68,Standard Class
SH-008466,48910,2016-12-20 23:00:00,Other,Indoor/Outdoor Games,0,1,4148.34,Standard Class
SH-002491,1502,2015-01-25 21:52:00,LATAM · South America,Cardio Equipment,1,0,12450.0,Standard Class
SH-009841,47016,2016-11-19 07:26:00,Other,Fishing,1,0,33198.34,Standard Class
SH-015917,55431,2017-03-22 03:35:00,LATAM · Caribbean,Water Sports,1,0,16599.17,Standard Class
SH-021473,36343,2016-06-18 12:13:00,USCA · West of USA ,Fishing,1,0,33198.34,Standard Class
SH-007219,378,2015-01-10 12:04:00,LATAM · Central America,Shop By Sport,0,1,9957.51,Second Class
SH-005828,49132,2016-12-21 04:46:00,Other,Shop By Sport,1,0,9957.51,Standard Class
SH-010747,20360,2015-10-31 04:39:00,Pacific Asia · Oceania,Men's Footwear,0,1,10789.17,Standard Class
SH-010421,10091,2015-05-30 06:58:00,LATAM · South America,Water Sports,1,0,16599.17,Second Class
SH-018831,1880,2015-02-03 10:17:00,LATAM · Caribbean,Cleats,0,1,9958.34,Standard Class
SH-011963,62863,2017-07-10 15:21:00,Europe · Western Europe,Soccer,0,1,10374.17,Second Class
SH-014008,36368,2016-06-18 20:58:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-011019,74412,2017-12-25 05:29:00,Pacific Asia · Southeast Asia,Children's Clothing,0,1,29639.3,Second Class
SH-013512,61991,2017-06-25 21:51:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Second Class
SH-006623,22330,2015-11-28 22:50:00,Pacific Asia · Southeast Asia,Men's Footwear,0,1,10789.17,Standard Class
SH-014760,53781,2017-02-26 01:31:00,LATAM · Central America,Water Sports,1,0,16599.17,Standard Class
SH-003551,32895,2016-05-01 04:14:00,Other,Cardio Equipment,0,1,24897.51,Second Class
SH-005949,75970,2018-01-19 23:19:00,Pacific Asia · Oceania,Toys,0,1,957.82,Standard Class
SH-000449,46971,2016-11-18 15:40:00,Other,Accessories,1,0,4148.34,Standard Class
SH-013557,55825,2017-03-31 21:38:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Second Class
SH-018693,66212,2017-08-27 12:39:00,Europe · Southern Europe,Cardio Equipment,0,1,33196.68,Second Class
SH-016335,53855,2017-03-03 03:27:00,LATAM · Central America,Indoor/Outdoor Games,1,0,16593.36,Second Class
SH-015884,34296,2016-05-17 15:03:00,USCA · East of USA,Fishing,0,1,33198.34,First Class
SH-003803,62715,2017-07-10 11:30:00,Europe · Northern Europe,Indoor/Outdoor Games,0,1,4148.34,Standard Class
SH-021213,44340,2016-10-15 05:55:00,Other,Indoor/Outdoor Games,0,1,16593.36,Standard Class
SH-011821,55284,2017-03-23 00:05:00,LATAM · South America,Men's Footwear,0,1,10789.17,Standard Class
SH-009633,68120,2017-09-27 09:07:00,Europe · Western Europe,Shop By Sport,0,1,3319.17,Standard Class
SH-011009,23015,2015-12-03 10:49:00,Pacific Asia · Southeast Asia,Fishing,0,1,33198.34,Same Day
SH-020577,73670,2017-12-17 09:31:00,Pacific Asia · Southeast Asia,Video Games,0,1,3299.25,Standard Class
SH-014342,31777,2016-04-10 20:32:00,USCA · East of USA,Trade-In,0,1,1825.17,First Class
SH-019231,29139,2016-03-06 08:20:00,Pacific Asia · Oceania,Shop By Sport,0,1,16595.85,Second Class
SH-005446,50139,2017-01-06 21:34:00,Other,Women's Apparel,0,1,8300.0,Second Class
SH-019340,65473,2017-08-17 17:45:00,Europe · Northern Europe,Women's Apparel,1,0,4150.0,Standard Class
SH-004016,51369,2017-01-24 20:29:00,LATAM · South America,Camping & Hiking,0,1,24898.34,Standard Class
SH-017766,58930,2017-05-16 05:27:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Standard Class
SH-020156,74286,2017-12-22 09:20:00,Pacific Asia · Eastern Asia,CDs ,1,0,937.07,Second Class
SH-004410,25100,2016-01-08 09:17:00,Pacific Asia · Southeast Asia,Cardio Equipment,0,1,16598.34,Standard Class
SH-012340,15492,2015-08-18 03:11:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-012552,12422,2015-07-04 07:37:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-006018,13893,2015-07-26 18:59:00,Europe · Northern Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-000715,38302,2016-07-16 02:32:00,USCA · East of USA,Women's Apparel,1,0,8300.0,Standard Class
SH-002423,36597,2016-06-21 05:12:00,Other,Fishing,1,0,33198.34,Standard Class
SH-015495,54769,2017-03-15 11:40:00,LATAM · South America,Fishing,0,1,33198.34,Standard Class
SH-009168,31434,2016-04-05 20:22:00,USCA · West of USA ,Cleats,0,1,24895.85,First Class
SH-009906,9333,2015-05-21 05:24:00,LATAM · Central America,Women's Apparel,1,0,8300.0,Standard Class
SH-003890,25570,2016-01-15 05:57:00,Pacific Asia · South Asia,Cleats,0,1,9958.34,Standard Class
SH-008003,42193,2016-09-11 21:44:00,Other,Water Sports,0,1,16599.17,Second Class
SH-014945,61515,2017-06-22 23:05:00,LATAM · South America,Cleats,0,1,4979.17,Standard Class
SH-011369,6739,2015-04-14 08:37:00,LATAM · Central America,Water Sports,0,1,16599.17,Standard Class
SH-003529,58797,2017-05-11 06:51:00,LATAM · South America,Camping & Hiking,1,0,24898.34,Standard Class
SH-016898,20491,2015-10-29 02:33:00,Pacific Asia · Eastern Asia,Fishing,1,0,33198.34,Standard Class
SH-004320,65761,2017-08-19 22:39:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-004414,76068,2018-01-19 09:39:00,Pacific Asia · Southeast Asia,Toys,1,0,957.82,Standard Class
SH-020002,24323,2015-12-26 01:04:00,Pacific Asia · South Asia,Women's Apparel,1,0,4150.0,Standard Class
SH-009998,53693,2017-02-26 18:41:00,LATAM · Central America,Shop By Sport,1,0,6638.34,Standard Class
SH-007186,15099,2015-08-14 09:30:00,Europe · Southern Europe,Fishing,0,1,33198.34,Standard Class
SH-004088,34224,2016-05-19 13:50:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-017199,26324,2016-01-25 06:07:00,Pacific Asia · South Asia,Camping & Hiking,0,1,24898.34,Standard Class
SH-014040,17753,2015-09-21 03:18:00,Europe · Southern Europe,Women's Apparel,1,0,20750.0,Standard Class
SH-015046,42337,2016-09-13 00:11:00,Other,Cardio Equipment,1,0,16598.34,Standard Class
SH-017488,26885,2016-01-30 10:39:00,Pacific Asia · Oceania,Women's Apparel,0,1,8300.0,First Class
SH-012368,39850,2016-08-10 16:52:00,Other,Hockey,0,1,4150.0,Standard Class
SH-015292,16478,2015-08-31 12:37:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,First Class
SH-021220,4357,2015-03-08 14:06:00,LATAM · South America,Water Sports,1,0,16599.17,Standard Class
SH-008439,6364,2015-04-05 21:14:00,LATAM · Central America,Shop By Sport,0,1,13276.68,First Class
SH-017216,41493,2016-09-01 16:29:00,Other,Camping & Hiking,0,1,24898.34,Second Class
SH-000903,67678,2017-09-16 22:16:00,Europe · Northern Europe,Camping & Hiking,0,1,24898.34,First Class
SH-009152,48248,2016-12-09 07:04:00,Other,Fishing,1,0,33198.34,Standard Class
SH-014606,9199,2015-05-20 06:28:00,LATAM · Central America,Cleats,0,1,19916.68,Standard Class
SH-016784,67696,2017-09-17 04:34:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-021013,17199,2015-09-14 01:13:00,Europe · Western Europe,Shop By Sport,0,1,13276.68,Standard Class
SH-003624,16671,2015-09-03 08:14:00,Europe · Western Europe,Indoor/Outdoor Games,1,0,4148.34,Second Class
SH-011461,38763,2016-07-23 20:03:00,USCA · West of USA ,Cleats,1,0,19916.68,Standard Class
SH-002933,61825,2017-06-27 11:42:00,Europe · Western Europe,Cleats,0,1,24895.85,Standard Class
SH-016741,10915,2015-06-15 07:39:00,Europe · Northern Europe,Camping & Hiking,0,1,24898.34,Second Class
SH-006602,27884,2016-02-17 00:39:00,Pacific Asia · Oceania,Water Sports,0,1,16599.17,Standard Class
SH-010494,62115,2017-07-01 17:18:00,Europe · Southern Europe,Fishing,0,1,33198.34,Standard Class
SH-003873,28940,2016-03-04 10:37:00,Pacific Asia · South Asia,Golf Gloves,0,1,3319.17,Standard Class
SH-003596,16765,2015-09-08 17:10:00,Europe · Western Europe,Cleats,0,1,14937.51,Standard Class
SH-010913,43229,2016-09-28 00:41:00,Other,Women's Apparel,0,1,16600.0,Standard Class
SH-002096,34798,2016-05-26 22:56:00,Other,Camping & Hiking,1,0,24898.34,Standard Class
SH-010587,1654,2015-01-30 03:07:00,LATAM · South America,Shop By Sport,0,1,16595.85,Standard Class
SH-004258,64983,2017-08-10 14:05:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-010408,61075,2017-06-16 12:56:00,LATAM · Caribbean,Cleats,0,1,19916.68,Second Class
SH-021702,52198,2017-02-04 22:56:00,LATAM · Central America,Cleats,0,1,4979.17,Second Class
SH-011521,67507,2017-09-14 10:21:00,Europe · Southern Europe,Fishing,0,1,33198.34,First Class
SH-016762,28823,2016-02-27 17:37:00,Pacific Asia · South Asia,Camping & Hiking,0,1,24898.34,First Class
SH-005018,42760,2016-09-22 04:22:00,Other,Cleats,0,1,14937.51,Standard Class
SH-006229,16384,2015-09-02 03:41:00,Europe · Northern Europe,Cleats,0,1,24895.85,Second Class
SH-017428,27813,2016-02-14 23:46:00,Pacific Asia · Southeast Asia,Fishing,1,0,33198.34,Standard Class
SH-008944,73695,2017-12-17 18:17:00,Pacific Asia · Eastern Asia,Video Games,0,1,3299.25,Second Class
SH-009984,27460,2016-02-11 20:06:00,Pacific Asia · South Asia,Cleats,0,1,9958.34,Standard Class
SH-009614,18103,2015-09-24 05:56:00,Europe · Western Europe,Shop By Sport,0,1,3319.17,First Class
SH-009167,71575,2017-11-16 19:33:00,Europe · Northern Europe,DVDs,0,1,13643.54,Standard Class
SH-012124,41724,2016-09-06 01:25:00,Other,Cleats,0,1,24895.85,Standard Class
SH-000893,24757,2015-12-31 09:07:00,Pacific Asia · South Asia,Cleats,0,1,24895.85,Second Class
SH-021043,9271,2015-05-18 07:41:00,LATAM · Central America,Cleats,1,0,9958.34,Standard Class
SH-008333,51125,2017-01-22 07:00:00,Other,Cleats,1,0,9958.34,Second Class
SH-018760,930,2015-01-20 13:28:00,LATAM · Central America,Indoor/Outdoor Games,0,1,16593.36,Standard Class
SH-002244,18391,2015-09-28 10:50:00,Europe · Western Europe,Water Sports,1,0,16599.17,Second Class
SH-004002,16273,2015-08-30 12:48:00,Europe · Western Europe,Women's Apparel,1,0,4150.0,Standard Class
SH-019125,52482,2017-02-08 02:25:00,LATAM · Central America,Indoor/Outdoor Games,0,1,20741.7,Second Class
SH-021078,32189,2016-04-19 20:53:00,Other,Cleats,0,1,4979.17,Standard Class
SH-015235,40733,2016-08-19 14:14:00,USCA · East of USA,Water Sports,0,1,16599.17,First Class
SH-000885,33967,2016-05-13 19:48:00,USCA · East of USA,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-004465,18387,2015-09-29 09:26:00,Europe · Western Europe,Fishing,0,1,33198.34,Second Class
SH-002037,998,2015-01-19 13:17:00,LATAM · South America,Fishing,0,1,33198.34,Second Class
SH-021072,5628,2015-03-26 03:23:00,LATAM · Central America,Cardio Equipment,0,1,16598.34,First Class
SH-000912,55720,2017-03-30 08:50:00,LATAM · Caribbean,Fishing,0,1,33198.34,Standard Class
SH-011998,68375,2017-10-01 02:27:00,Europe · Western Europe,Cleats,0,1,19916.68,Standard Class
SH-002977,10271,2015-05-31 10:02:00,LATAM · South America,Indoor/Outdoor Games,0,1,12445.02,Same Day
SH-015724,17850,2015-09-19 01:17:00,Europe · Western Europe,Water Sports,0,1,16599.17,Same Day
SH-004220,54498,2017-03-10 12:43:00,LATAM · Central America,Fishing,1,0,33198.34,Standard Class
SH-006738,35926,2016-06-08 22:07:00,USCA · East of USA,Fishing,1,0,33198.34,Same Day
SH-018035,1405,2015-01-27 11:53:00,LATAM · South America,Fishing,0,1,33198.34,Standard Class
SH-005978,21665,2015-11-15 05:51:00,Pacific Asia · Eastern Asia,Cardio Equipment,0,1,24897.51,First Class
SH-007952,16561,2015-09-01 17:42:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-016101,56504,2017-04-06 19:31:00,LATAM · Central America,Fishing,0,1,33198.34,First Class
SH-021509,27366,2016-02-06 11:10:00,Pacific Asia · South Asia,Water Sports,1,0,16599.17,Standard Class
SH-011137,29066,2016-03-02 06:45:00,Pacific Asia · Eastern Asia,Cleats,1,0,19916.68,Second Class
SH-019299,53993,2017-03-03 03:48:00,LATAM · Central America,Shop By Sport,0,1,9957.51,Second Class
SH-013562,5116,2015-03-18 16:00:00,LATAM · Central America,Cleats,1,0,14937.51,Second Class
SH-004595,13776,2015-07-23 01:59:00,Europe · Northern Europe,Cleats,1,0,4979.17,Standard Class
SH-008428,27410,2016-02-11 02:35:00,Pacific Asia · Southeast Asia,Cleats,0,1,9958.34,Standard Class
SH-012392,7920,2015-05-02 14:22:00,LATAM · South America,Cleats,0,1,4979.17,Standard Class
SH-018607,62884,2017-07-11 22:42:00,Europe · Western Europe,Cleats,0,1,14937.51,Standard Class
SH-018121,33325,2016-05-07 10:52:00,USCA · East of USA,Cardio Equipment,0,1,41495.85,Second Class
SH-001053,44215,2016-10-13 10:08:00,Other,Cleats,0,1,9958.34,Standard Class
SH-019903,4413,2015-03-10 09:43:00,LATAM · South America,Water Sports,0,1,16599.17,Second Class
SH-015809,21416,2015-11-11 14:37:00,Pacific Asia · South Asia,Water Sports,1,0,16599.17,Standard Class
SH-011598,54825,2017-03-17 07:17:00,LATAM · Central America,Cleats,0,1,4979.17,Standard Class
SH-000479,74052,2017-12-19 23:21:00,Pacific Asia · Southeast Asia,Books ,1,0,2579.64,Standard Class
SH-008865,56056,2017-03-31 06:33:00,LATAM · Central America,Cleats,1,0,4979.17,Standard Class
SH-006125,18154,2015-09-24 23:48:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,First Class
SH-002219,29018,2016-03-03 13:56:00,Pacific Asia · Oceania,Water Sports,1,0,16599.17,Standard Class
SH-018667,45971,2016-11-04 01:20:00,Other,Indoor/Outdoor Games,0,1,12445.02,First Class
SH-000604,74010,2017-12-22 08:38:00,Pacific Asia · Oceania,Books ,0,1,2579.64,Standard Class
SH-018056,11750,2015-06-27 12:11:00,Europe · Western Europe,Cleats,0,1,19916.68,Standard Class
SH-007333,11633,2015-06-21 19:12:00,Europe · Western Europe,Fishing,0,1,33198.34,First Class
SH-005396,59249,2017-05-19 21:12:00,LATAM · Central America,Water Sports,0,1,16599.17,Standard Class
SH-005715,59239,2017-05-15 05:42:00,LATAM · Caribbean,Indoor/Outdoor Games,0,1,20741.7,Same Day
SH-005586,74507,2017-12-26 14:46:00,Pacific Asia · Eastern Asia,Computers,1,0,124500.0,Standard Class
SH-000749,39125,2016-07-31 02:52:00,USCA · West of USA ,Men's Footwear,0,1,10789.17,Standard Class
SH-009952,21050,2015-11-10 06:24:00,Pacific Asia · Eastern Asia,Cleats,0,1,19916.68,Second Class
SH-014380,7648,2015-04-26 15:05:00,LATAM · Central America,Indoor/Outdoor Games,0,1,16593.36,Second Class
SH-018360,77105,2018-02-05 12:57:00,Pacific Asia · Southeast Asia,Women's Clothing,0,1,17913.06,Standard Class
SH-007693,43041,2016-09-22 06:49:00,Europe · Southern Europe,Shop By Sport,0,1,6638.34,First Class
SH-005206,15641,2015-08-19 07:23:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Second Class
SH-009914,3894,2015-03-03 19:53:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Standard Class
SH-003916,38817,2016-07-22 14:58:00,Other,Camping & Hiking,0,1,24898.34,First Class
SH-001991,63412,2017-07-16 15:41:00,Europe · Southern Europe,Camping & Hiking,0,1,24898.34,First Class
SH-011798,66174,2017-08-28 23:20:00,Europe · Southern Europe,Women's Apparel,0,1,20750.0,Standard Class
SH-004560,1656,2015-01-27 03:49:00,LATAM · South America,Men's Footwear,1,0,10789.17,Standard Class
SH-006588,30791,2016-03-27 11:06:00,Pacific Asia · Oceania,Indoor/Outdoor Games,1,0,4148.34,Standard Class
SH-007422,62372,2017-07-01 11:20:00,Europe · Western Europe,Cleats,0,1,14937.51,First Class
SH-016530,29747,2016-03-12 05:20:00,Pacific Asia · South Asia,Tennis & Racquet,0,1,3734.17,First Class
SH-011093,16381,2015-08-30 02:38:00,Europe · Northern Europe,Cleats,1,0,9958.34,Second Class
SH-012369,48567,2016-12-12 22:49:00,Other,Women's Apparel,1,0,8300.0,Standard Class
SH-014421,27998,2016-02-17 16:35:00,Pacific Asia · Southeast Asia,Indoor/Outdoor Games,1,0,16593.36,Standard Class
SH-010610,35908,2016-06-12 03:49:00,Other,Camping & Hiking,1,0,24898.34,Standard Class
SH-005706,5963,2015-03-29 12:45:00,LATAM · Central America,Women's Apparel,1,0,16600.0,Same Day
SH-011148,7731,2015-04-25 20:09:00,LATAM · Caribbean,Water Sports,1,0,16599.17,Standard Class
SH-004578,5750,2015-03-31 22:07:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Standard Class
SH-015366,74929,2018-01-03 18:36:00,Pacific Asia · Southeast Asia,Crafts,0,1,38302.84,Second Class
SH-011524,6317,2015-04-06 04:46:00,LATAM · South America,Camping & Hiking,1,0,24898.34,Standard Class
SH-005528,66179,2017-08-26 01:06:00,Europe · Western Europe,Water Sports,0,1,16599.17,First Class
SH-003652,42676,2016-09-16 22:57:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-000600,60641,2017-06-06 04:53:00,LATAM · Central America,Indoor/Outdoor Games,1,0,8296.68,Second Class
SH-005072,46022,2016-11-05 19:12:00,Other,Golf Balls,1,0,4976.68,Standard Class
SH-016843,22778,2015-12-01 11:47:00,Pacific Asia · Southeast Asia,Men's Footwear,0,1,10789.17,First Class
SH-009944,25143,2016-01-07 00:21:00,Pacific Asia · Southeast Asia,Fishing,1,0,33198.34,Standard Class
